timestamp,rssi1,rssi2,rssi3,rssi4,linear-x,linear-y,linear-z,rotation-x,rotation-y,rotation-z,rotation-w
1.59057E+12,-46,-41,-42,-33,0.3439,0.1572,-0.0905,0.052585,0.027081,0.698773,0.712893
1.59057E+12,-46,-41,-42,-33,0.0845,0.0914,-0.1012,0.051966,0.02748,0.698115,0.713567
1.59057E+12,-46,-41,-42,-33,0.0845,0.0914,-0.1012,0.051966,0.02748,0.698115,0.713567
1.59057E+12,-46,-41,-42,-33,0.082899995,0.027999999,-0.081,0.052215,0.027534,0.697407,0.714239
1.59057E+12,-46,-41,-42,-33,0.082899995,0.027999999,-0.081,0.052215,0.027534,0.697407,0.714239
1.59057E+12,-46,-41,-42,-33,0.0771,0.0019,-0.26639998,0.05268,0.027516,0.696864,0.714735
1.59057E+12,-46,-41,-42,-33,-0.011399999,-0.0887,-0.2574,0.052441,0.027209,0.69643,0.715187
1.59057E+12,-46,-41,-42,-33,-0.011399999,-0.0887,-0.2574,0.052441,0.027209,0.69643,0.715187
1.59057E+12,-46,-41,-42,-33,-0.1162,-0.063599996,-0.18949999,0.052142,0.0271,0.696135,0.715501
1.59057E+12,-46,-41,-42,-33,-0.103599995,-0.073,-0.082899995,0.051679,0.026814999,0.695831,0.715841
1.59057E+12,-46,-41,-42,-33,-0.103599995,-0.073,-0.082899995,0.051679,0.026814999,0.695831,0.715841
1.59057E+12,-46,-41,-42,-33,0.0603,-0.0651,-0.042999998,0.052209,0.026394,0.695367,0.716269
1.59057E+12,-46,-41,-42,-33,-0.051799998,-0.0898,-0.1414,0.052219,0.026021,0.694694,0.716934
1.59057E+12,-46,-41,-42,-33,-0.2769,-0.1801,-0.2109,0.051944,0.025702,0.69391,0.717725
1.59057E+12,-46,-41,-42,-33,-0.24319999,-0.1928,0.0896,0.050474,0.025267,0.69384,0.717913
1.59057E+12,-46,-41,-42,-33,-0.24319999,-0.1928,0.0896,0.050474,0.025267,0.69384,0.717913
1.59057E+12,-46,-41,-42,-33,-0.13939999,-0.14389999,0.2074,0.050625,0.025115,0.693772,0.717973
1.59057E+12,-46,-41,-42,-33,0.052199997,-0.057,0.0116,0.050835,0.024997,0.693688,0.71804297
1.59057E+12,-46,-41,-42,-33,-0.0021,0.022599999,-0.2523,0.050988,0.025471,0.693755,0.717951
1.59057E+12,-46,-41,-42,-33,-0.0021,0.022599999,-0.2523,0.050988,0.025471,0.693755,0.717951
1.59057E+12,-46,-41,-42,-33,-0.1486,-0.0337,-0.2726,0.050538998,0.025743,0.693492,0.718228
1.59057E+12,-46,-41,-42,-33,-0.029099999,-0.0648,-0.0672,0.050529,0.02515,0.693308,0.718427
1.59057E+12,-46,-41,-42,-33,0.2016,0.0279,0.0213,0.051224,0.024098,0.693212,0.718506
1.59057E+12,-46,-41,-42,-33,0.2016,0.0279,0.0213,0.051224,0.024098,0.693212,0.718506
1.59057E+12,-46,-41,-42,-33,0.097799994,0.0154,0.0894,0.051175,0.023606,0.692847,0.718878
1.59057E+12,-46,-41,-42,-33,-0.1114,-0.0449,0.0883,0.050654,0.023531,0.692596,0.719159
1.59057E+12,-46,-41,-42,-33,-0.1114,-0.0449,0.0883,0.050654,0.023531,0.692596,0.719159
1.59057E+12,-46,-41,-42,-33,-0.093499996,0.003,0.01,0.050754,0.023505,0.692597,0.719152
1.59057E+12,-46,-41,-42,-33,0.0033,0.030199999,-0.1073,0.050878,0.023539,0.692527,0.71920997
1.59057E+12,-46,-41,-42,-33,0.0033,0.030199999,-0.1073,0.050878,0.023539,0.692527,0.71920997
1.59057E+12,-46,-41,-42,-33,0.033099998,0.0826,-0.097899996,0.050731,0.023447,0.692745,0.719012
1.59057E+12,-46,-41,-42,-33,0.0301,0.058799997,0.0879,0.050634,0.023133,0.692721,0.719053
1.59057E+12,-46,-41,-42,-33,0.0301,0.058799997,0.0879,0.050634,0.023133,0.692721,0.719053
1.59057E+12,-46,-41,-42,-33,-0.0127,0.0535,0.2346,0.050592,0.02285,0.692898,0.718894
1.59057E+12,-46,-41,-42,-33,-0.0635,0.032199997,0.1074,0.050719,0.02284,0.692829,0.718952
1.59057E+12,-46,-41,-42,-33,-0.0635,0.032199997,0.1074,0.050719,0.02284,0.692829,0.718952
1.59057E+12,-46,-41,-42,-33,0.0654,0.0694,-0.0479,0.051434,0.022987,0.693228,0.718512
1.59057E+12,-46,-41,-42,-33,0.0841,0.122899994,-0.0752,0.052378,0.023122,0.693075,0.718587
1.59057E+12,-46,-41,-42,-33,-0.0317,0.0598,-0.0945,0.05246,0.023361,0.693366,0.718293
1.59057E+12,-46,-41,-42,-33,-0.1445,-0.0953,-0.0276,0.051519,0.023484,0.693325,0.718397
1.59057E+12,-46,-41,-42,-33,-0.1445,-0.0953,-0.0276,0.051519,0.023484,0.693325,0.718397
1.59057E+12,-46,-41,-42,-33,-0.2006,-0.107499994,0.15869999,0.051503,0.023682,0.693451,0.71827
1.59057E+12,-46,-41,-42,-33,-0.0359,0.0111,-0.0268,0.051549,0.02429,0.693586,0.718115
1.59057E+12,-46,-41,-42,-33,0.047399998,0.078099996,-0.3701,0.051441,0.024507,0.693268,0.718422
1.59057E+12,-46,-41,-42,-33,-0.110599995,0.0378,-0.38,0.051184,0.024849,0.693091,0.7186
1.59057E+12,-46,-41,-42,-33,-0.110599995,0.0378,-0.38,0.051184,0.024849,0.693091,0.7186
1.59057E+12,-46,-41,-42,-33,-0.248,-0.0805,0.0199,0.050492,0.024169,0.693053,0.718709
1.59057E+12,-46,-41,-42,-33,-0.1034,-0.0743,0.3994,0.049269,0.023552,0.693587,0.718299
1.59057E+12,-46,-41,-42,-33,0.0506,-0.1114,0.5169,0.049272,0.023407,0.694039,0.717867
1.59057E+12,-46,-41,-42,-33,0.0506,-0.1114,0.5169,0.049272,0.023407,0.694039,0.717867
1.59057E+12,-46,-41,-42,-33,0.26569998,-0.040599998,0.2243,0.050253,0.022982,0.694685,0.717187
1.59057E+12,-46,-41,-42,-33,0.2489,0.011,-0.0976,0.050755,0.023737,0.695328,0.716504
1.59057E+12,-46,-41,-42,-33,0.1083,0.0727,-0.1251,0.051479,0.024227,0.69553,0.71624
1.59057E+12,-46,-41,-42,-33,0.098699994,0.0324,-0.26119998,0.051855,0.02466,0.696036,0.715706
1.59057E+12,-46,-41,-42,-33,0.098699994,0.0324,-0.26119998,0.051855,0.02466,0.696036,0.715706
1.59057E+12,-47,-60,-54,-44,0.029199999,0.0274,-0.3082,0.052761998,0.024829,0.696389,0.715291
1.59057E+12,-47,-60,-54,-44,-0.0651,-0.0012,-0.43629998,0.052256,0.025303,0.696499,0.715204
1.59057E+12,-47,-60,-54,-44,-0.0651,-0.0012,-0.43629998,0.052256,0.025303,0.696499,0.715204
1.59057E+12,-47,-60,-54,-44,-0.028299998,0.015,-0.2215,0.051733,0.025377,0.697078,0.714675
1.59057E+12,-47,-60,-54,-44,-0.1215,-0.03,0.0513,0.051047,0.025087,0.697347,0.714472
1.59057E+12,-47,-60,-54,-44,-0.1215,-0.03,0.0513,0.051047,0.025087,0.697347,0.714472
1.59057E+12,-47,-60,-54,-44,-0.0149,-0.0576,0.0319,0.051364,0.024636,0.697645,0.714174
1.59057E+12,-47,-60,-54,-44,-0.0149,-0.0576,0.0319,0.051364,0.024636,0.697645,0.714174
1.59057E+12,-47,-60,-54,-44,0.0519,-0.0326,0.0121,0.051569,0.024051,0.697984,0.713848
1.59057E+12,-47,-60,-54,-44,0.0519,-0.0326,0.0121,0.051569,0.024051,0.697984,0.713848
1.59057E+12,-47,-60,-54,-44,-0.0034,-0.058399998,0.17729999,0.050956,0.023688,0.697964,0.713924
1.59057E+12,-47,-60,-54,-44,-0.0751,0.0034,0.2832,0.049884,0.023862,0.698381,0.713586
1.59057E+12,-47,-60,-54,-44,-0.0751,0.0034,0.2832,0.049884,0.023862,0.698381,0.713586
1.59057E+12,-47,-60,-54,-44,0.087799996,0.0916,0.0858,0.049317,0.023718,0.69813,0.713876
1.59057E+12,-47,-60,-54,-44,0.087799996,0.0916,0.0858,0.049317,0.023718,0.69813,0.713876
1.59057E+12,-47,-60,-54,-44,0.2938,0.1574,-0.14639999,0.050827,0.023822,0.698353,0.713548
1.59057E+12,-47,-60,-54,-44,0.42999998,0.1924,-0.2538,0.051012,0.023958,0.698617,0.713272
1.59057E+12,-47,-60,-54,-44,0.42999998,0.1924,-0.2538,0.051012,0.023958,0.698617,0.713272
1.59057E+12,-47,-60,-54,-44,0.1515,0.153,-0.1545,0.051519,0.024162,0.698501,0.713342
1.59057E+12,-47,-60,-54,-44,0.0858,0.1358,-0.0484,0.050611,0.024209,0.698769,0.713143
1.59057E+12,-47,-60,-54,-44,0.1706,0.14299999,0.0892,0.050835,0.024165,0.698622,0.713273
1.59057E+12,-47,-60,-54,-44,0.2624,0.15969999,0.030599998,0.050803,0.024421,0.698925,0.712969
1.59057E+12,-47,-60,-54,-44,0.2624,0.15969999,0.030599998,0.050803,0.024421,0.698925,0.712969
1.59057E+12,-47,-60,-54,-44,0.23959999,0.1648,-0.21249999,0.051812,0.024433,0.698416,0.713395
1.59057E+12,-47,-60,-54,-44,0.0871,0.120699994,-0.32099998,0.051483,0.024404,0.698271,0.713562
1.59057E+12,-47,-60,-54,-44,0.022699999,0.13859999,-0.37,0.051409,0.024587,0.69779,0.714031
1.59057E+12,-47,-60,-54,-44,0.12979999,0.13,-0.23529999,0.050324,0.024171,0.697807,0.714106
1.59057E+12,-47,-60,-54,-44,0.12979999,0.13,-0.23529999,0.050324,0.024171,0.697807,0.714106
1.59057E+12,-47,-60,-54,-44,0.1847,0.118599996,-0.098699994,0.050177,0.023707,0.69746697,0.714464
1.59057E+12,-47,-60,-54,-44,0.15779999,0.1354,-0.17799999,0.04983,0.023547,0.697439,0.714521
1.59057E+12,-47,-60,-54,-44,0.18249999,0.1092,-0.4122,0.050616,0.023198,0.696643,0.715253
1.59057E+12,-47,-60,-54,-44,-0.0648,0.011299999,-0.5112,0.050347,0.022721,0.696078,0.715837
1.59057E+12,-47,-60,-54,-44,-0.0905,-0.0191,-0.3269,0.049553,0.022161,0.695584,0.71639
1.59057E+12,-47,-60,-54,-44,0.1096,-1.00E-04,-0.3202,0.048363,0.021248,0.69512,0.716949
1.59057E+12,-47,-60,-54,-44,0.1096,-1.00E-04,-0.3202,0.048363,0.021248,0.69512,0.716949
1.59057E+12,-47,-60,-54,-44,0.053999998,-0.0541,-0.1275,0.047004,0.020125,0.694849,0.717335
1.59057E+12,-47,-60,-54,-44,-0.061899997,-0.0357,0.095199995,0.045926,0.019135,0.694099,0.718157
1.59057E+12,-47,-60,-54,-44,-0.061899997,-0.0357,0.095199995,0.045926,0.019135,0.694099,0.718157
1.59057E+12,-47,-60,-54,-44,-0.14989999,0.0766,-0.1016,0.045415,0.019311,0.693623,0.718645
1.59057E+12,-47,-60,-54,-44,-0.2091,0.1565,-0.5537,0.045035,0.018856,0.692958,0.719322
1.59057E+12,-47,-60,-54,-44,-0.2091,0.1565,-0.5537,0.045035,0.018856,0.692958,0.719322
1.59057E+12,-47,-60,-54,-44,-0.23619999,0.1821,-0.43609998,0.044762,0.019401,0.69237,0.719891
1.59057E+12,-47,-60,-54,-44,-0.23969999,0.1964,0.119799994,0.043644,0.018057,0.692173,0.72018397
1.59057E+12,-47,-60,-54,-44,-0.23969999,0.1964,0.119799994,0.043644,0.018057,0.692173,0.72018397
1.59057E+12,-47,-60,-54,-44,-0.268,0.18959999,0.60749996,0.042082,0.018,0.691936,0.720506
1.59057E+12,-47,-60,-54,-44,-0.2595,0.2977,0.4192,0.041056,0.017594,0.691624,0.720875
1.59057E+12,-47,-60,-54,-44,-0.2764,0.4292,-0.1944,0.042307,0.020322,0.691051,0.721279
1.59057E+12,-47,-60,-54,-44,-0.2764,0.4292,-0.1944,0.042307,0.020322,0.691051,0.721279
1.59057E+12,-47,-60,-54,-44,-0.22479999,0.5428,-0.49609998,0.043439,0.020883,0.690852,0.72138697
1.59057E+12,-47,-60,-54,-44,-0.17029999,0.4933,-0.5482,0.04617,0.023117,0.689966,0.721997
1.59057E+12,-47,-60,-54,-44,-0.1661,0.4565,-0.391,0.04664,0.022427,0.689453,0.722478
1.59057E+12,-47,-60,-54,-44,-0.24599999,0.43829998,-0.0475,0.04634,0.023339,0.688537,0.723342
1.59057E+12,-47,-60,-54,-44,-0.24599999,0.43829998,-0.0475,0.04634,0.023339,0.688537,0.723342
1.59057E+12,-47,-60,-54,-44,-0.3743,0.45459998,0.35189998,0.045407,0.022371,0.688351,0.723609
1.59057E+12,-47,-60,-54,-44,-0.2598,0.4702,0.2069,0.046081,0.02339,0.687373,0.724463
1.59057E+12,-47,-60,-54,-44,-0.2767,0.5458,-0.0687,0.046076,0.022133,0.686748,0.725095
1.59057E+12,-47,-60,-54,-44,-0.382,0.43629998,0.0389,0.045739,0.022571,0.685467,0.726314
1.59057E+12,-47,-60,-54,-44,-0.382,0.43629998,0.0389,0.045739,0.022571,0.685467,0.726314
1.59057E+12,-47,-60,-54,-44,-0.608,0.3363,0.46499997,0.043649,0.020537,0.685235,0.726722
1.59057E+12,-47,-60,-54,-44,-0.49469998,0.295,0.9902,0.041055,0.020514,0.685064,0.727035
1.59057E+12,-47,-60,-54,-44,-0.2906,0.4034,1.3594999,0.039631,0.019074,0.68544,0.726799
1.59057E+12,-47,-60,-54,-44,-0.13679999,0.5153,1.1751,0.040336,0.020218,0.685578,0.726598
1.59057E+12,-47,-60,-54,-44,-0.13679999,0.5153,1.1751,0.040336,0.020218,0.685578,0.726598
1.59057E+12,-47,-60,-54,-44,-0.107599996,0.6519,0.3229,0.040728,0.020589,0.685762,0.726393
1.59057E+12,-47,-60,-54,-44,-0.0995,0.6299,-0.27879998,0.043097,0.023358,0.685295,0.726613
1.59057E+12,-47,-60,-54,-44,-0.114099994,0.54649997,-0.16229999,0.042721,0.022658,0.6852,0.726747
1.59057E+12,-47,-60,-54,-44,-0.0655,0.4017,0.5247,0.043008,0.022921,0.685389,0.726543
1.59057E+12,-47,-60,-54,-44,-0.0655,0.4017,0.5247,0.043008,0.022921,0.685389,0.726543
1.59057E+12,-47,-60,-54,-44,0.1512,0.39029998,0.83779997,0.042649,0.022712,0.68609,0.725909
1.59057E+12,-47,-60,-54,-44,0.3513,0.4833,0.1775,0.045557998,0.024397,0.68635,0.725432
1.59057E+12,-47,-60,-54,-44,0.3293,0.5591,-0.631,0.047549,0.026146,0.686604,0.725002
1.59057E+12,-47,-60,-54,-44,0.3293,0.5591,-0.631,0.047549,0.026146,0.686604,0.725002
1.59057E+12,-47,-60,-54,-44,0.2749,0.57,-1.0092,0.053136,0.028899,0.68557,0.725488
1.59057E+12,-47,-60,-54,-44,0.0867,0.5207,-0.90569997,0.0554,0.02942,0.684545,0.726266
